Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Dénes Dibusz,J2,GK,Goalkeeper,Ferencváros,UEFA Europa League,90,8.29,34,HUN
Timon Wellenreuther,J2,GK,Goalkeeper,Feyenoord,UEFA Europa League,90,1.68,29,GER
Marco Bizot,J2,GK,Goalkeeper,Aston Villa,UEFA Europa League,90,9.06,34,NED
Dominik Greif,J2,GK,Goalkeeper,Lyon,UEFA Europa League,90,7.97,28,SVK
Alexander Schlager,J2,GK,Goalkeeper,RB Salzburg,UEFA Europa League,90,4.97,29,AUT
Roei Mashpati,J2,GK,Goalkeeper,Maccabi Tel Aviv,UEFA Europa League,90,0.1,32,ISR
Ivan Nevistić,J2,GK,Goalkeeper,Dinamo Zagreb,UEFA Europa League,90,6.51,27,CRO
Lukáš Horníček,J3,GK,Goalkeeper,Braga,UEFA Europa League,90,6.56,23,CZE
Matheus,J3,GK,Goalkeeper,Red Star,UEFA Europa League,90,4.72,33,BRA
Mathias Dyngeland,J3,GK,Goalkeeper,Brann,UEFA Europa League,90,7.08,30,NOR
Jack Butland,J3,GK,Goalkeeper,Rangers,UEFA Europa League,90,3.88,32,ENG
Jari De Busser,J3,GK,Goalkeeper,Go Ahead Eag,UEFA Europa League,90,6.58,26,BEL
Emiliano Martínez,J3,GK,Goalkeeper,Aston Villa,UEFA Europa League,90,1.9,33,ARG
Hendrik Van Crombrugge,J3,GK,Goalkeeper,Genk,UEFA Europa League,90,6.73,32,BEL
Álvaro Vallés,J3,GK,Goalkeeper,Betis,UEFA Europa League,90,5.31,28,ESP
Dominik Greif,J3,GK,Goalkeeper,Lyon,UEFA Europa League,90,7.29,28,SVK
Marwin Hitz,J3,GK,Goalkeeper,Basel,UEFA Europa League,90,5.88,38,SUI
Alexander Schlager,J3,GK,Goalkeeper,RB Salzburg,UEFA Europa League,90,3.73,29,AUT
Dénes Dibusz,J3,GK,Goalkeeper,Ferencváros,UEFA Europa League,90,2.96,34,HUN
Stefan Târnovanu,J3,GK,Goalkeeper,FCSB,UEFA Europa League,90,4.87,25,ROU
Łukasz Skorupski,J3,GK,Goalkeeper,Bologna,UEFA Europa League,90,4.48,34,POL
Ederson,J3,GK,Goalkeeper,Fenerbahçe,UEFA Europa League,90,6.88,32,BRA
Alexander Nübel,J3,GK,Goalkeeper,Stuttgart,UEFA Europa League,90,6.14,29,GER
Kasper Schmeichel,J3,GK,Goalkeeper,Celtic,UEFA Europa League,90,2.16,38,DEN
Matteo Bignetti,J3,GK,Goalkeeper,Sturm Graz,UEFA Europa League,90,5.63,21,AUT
Matz Sels,J3,GK,Goalkeeper,Nott'ham Forest,UEFA Europa League,90,6.18,33,BEL
Diogo Costa,J3,GK,Goalkeeper,Porto,UEFA Europa League,90,1.82,26,POR
Noah Atubolu,J3,GK,Goalkeeper,Freiburg,UEFA Europa League,90,6.75,23,GER
Vasilios Barkas,J3,GK,Goalkeeper,Utrecht,UEFA Europa League,90,4.09,31,GRE
Marvin Keller,J3,GK,Goalkeeper,Young Boys,UEFA Europa League,90,1.81,23,SUI
Hendrik Bonmann,J3,GK,Goalkeeper,Ludogorets,UEFA Europa League,90,5.1,31,GER
Roei Mashpati,J3,GK,Goalkeeper,Maccabi Tel Aviv,UEFA Europa League,90,1.78,32,ISR
Elías Rafn Ólafsson,J3,GK,Goalkeeper,Midtjylland,UEFA Europa League,90,8.21,25,ISL
Timon Wellenreuther,J3,GK,Goalkeeper,Feyenoord,UEFA Europa League,90,6.86,29,GER
Bartłomiej Drągowski,J3,GK,Goalkeeper,Panathinaikos,UEFA Europa League,90,5.81,28,POL
Ionuț Radu,J3,GK,Goalkeeper,Celta Vigo,UEFA Europa League,90,3.76,28,ROU
Yehvann Diouf,J3,GK,Goalkeeper,Nice,UEFA Europa League,90,3.82,25,SEN
Mile Svilar,J3,GK,Goalkeeper,Roma,UEFA Europa League,90,1.73,26,SRB
Martin Jedlička,J3,GK,Goalkeeper,Viktoria Plzeň,UEFA Europa League,90,7.79,27,CZE
Berke Özer,J3,GK,Goalkeeper,Lille,UEFA Europa League,90,1.43,25,TUR
Antonis Tsiftsis,J3,GK,Goalkeeper,PAOK,UEFA Europa League,90,5.7,26,GRE
Melker Ellborg,J3,GK,Goalkeeper,Malmö,UEFA Europa League,90,6.83,22,SWE
Ivan Nevistić,J3,GK,Goalkeeper,Dinamo Zagreb,UEFA Europa League,90,2.94,27,CRO
Nicola Leali,J1,GK,Goalkeeper,Genoa,Italian Serie A,90,5.28,32,ITA
Wladimiro Falcone,J1,GK,Goalkeeper,Lecce,Italian Serie A,90,8.02,30,ITA
Ivan Provedel,J2,GK,Goalkeeper,Lazio,Italian Serie A,90,7.44,31,ITA
Lorenzo Montipò,J2,GK,Goalkeeper,Hellas Verona,Italian Serie A,90,3.44,29,ITA
Elia Caprile,J3,GK,Goalkeeper,Cagliari,Italian Serie A,90,9.6,24,ITA
Zion Suzuki,J3,GK,Goalkeeper,Parma,Italian Serie A,90,2.96,23,JPN
Goran Karaćić,J1,GK,Goalkeeper,Zrinjski Mostar,UEFA Europa Conference League,90,4.25,29,BIH
Nauzet García,J1,GK,Goalkeeper,Red Imps,UEFA Europa Conference League,90,2.61,31,ESP
Bartosz Mrozek,J1,GK,Goalkeeper,Lech Poznań,UEFA Europa Conference League,90,2.91,25,POL
Niklas Hedl,J1,GK,Goalkeeper,Rapid Wien,UEFA Europa Conference League,90,3.32,24,AUT
Sławomir Abramowicz,J1,GK,Goalkeeper,Jagiellonia,UEFA Europa Conference League,90,6.42,21,POL
Henry Bonello,J1,GK,Goalkeeper,Ħamrun Spartans FC,UEFA Europa Conference League,90,6.11,36,MLT
Augusto Batalla,J1,GK,Goalkeeper,Rayo Vallecano,UEFA Europa Conference League,90,4.8,29,ARG
Baboucarr Gaye,J1,GK,Goalkeeper,Shkëndija 79,UEFA Europa Conference League,90,3.06,27,GAM
Karlo Letica,J1,GK,Goalkeeper,Lausanne-Sport,UEFA Europa Conference League,90,5.97,28,CRO
Anton Ari Einarsson,J1,GK,Goalkeeper,Breiðablik,UEFA Europa Conference League,90,2.63,31,ISL
Ruslan Neshcheret,J1,GK,Goalkeeper,Dynamo Kyiv,UEFA Europa Conference League,90,3.53,23,UKR
Dean Henderson,J1,GK,Goalkeeper,Crystal Palace,UEFA Europa Conference League,90,5.71,28,ENG
Francis Uzoho,J1,GK,Goalkeeper,AC Omonia,UEFA Europa Conference League,90,3.65,26,NGA
Robin Zentner,J1,GK,Goalkeeper,Mainz 05,UEFA Europa Conference League,90,6.03,30,GER
Johannes Kreidl,J1,GK,Goalkeeper,KuPS,UEFA Europa Conference League,90,5.45,29,AUT
Faton Maloku,J1,GK,Goalkeeper,KF Drita,UEFA Europa Conference League,90,3.86,34,KVX
Wessel Speel,J1,GK,Goalkeeper,Shelbourne FC,UEFA Europa Conference League,90,6.76,23,NED
Etrit Berisha,J1,GK,Goalkeeper,Häcken,UEFA Europa Conference League,90,4.86,36,ALB
Dimitar Mitov,J1,GK,Goalkeeper,Aberdeen,UEFA Europa Conference League,90,0.55,28,BUL
Dmytro Riznyk,J1,GK,Goalkeeper,Shakhtar,UEFA Europa Conference League,90,4.0,26,UKR
Timothy Fayulu,J1,GK,Goalkeeper,FC Noah,UEFA Europa Conference League,90,5.05,26,NAN
Martin Zlomislić,J1,GK,Goalkeeper,Rijeka,UEFA Europa Conference League,90,3.42,27,BIH
David de Gea,J1,GK,Goalkeeper,Fiorentina,UEFA Europa Conference League,90,7.55,34,ESP
Jan Koutny,J1,GK,Goalkeeper,Sigma Olomouc,UEFA Europa Conference League,90,4.97,20,CZE
Kacper Tobiasz,J1,GK,Goalkeeper,Legia Warsaw,UEFA Europa Conference League,90,0.96,22,POL
Okan Kocuk,J1,GK,Goalkeeper,Samsunspor,UEFA Europa Conference League,90,7.35,30,TUR
Peter Vindahl Jensen,J1,GK,Goalkeeper,Sparta Prague,UEFA Europa Conference League,90,2.04,27,DEN
Ed McGinty,J1,GK,Goalkeeper,Shamrock Rov,UEFA Europa Conference League,90,4.0,26,IRL
Kacper Trelowski,J1,GK,Goalkeeper,Raków,UEFA Europa Conference League,90,4.92,22,POL
Pavlo Isenko,J1,GK,Goalkeeper,CS U Craiova,UEFA Europa Conference League,90,2.92,22,UKR
Dominik Takáč,J1,GK,Goalkeeper,Slovan Bratislava,UEFA Europa Conference League,90,2.39,26,SVK
Mike Penders,J1,GK,Goalkeeper,Strasbourg,UEFA Europa Conference League,90,4.24,20,BEL
Žan Leban,J1,GK,Goalkeeper,NK Celje,UEFA Europa Conference League,90,4.5,23,SVN
Thomas Strakosha,J1,GK,Goalkeeper,AEK Athens,UEFA Europa Conference League,90,5.21,30,ALB
Zlatan Alomerović,J1,GK,Goalkeeper,AÉK Lárnaka,UEFA Europa Conference League,90,5.24,34,GER
Rome-Jayden Owusu-Oduro,J1,GK,Goalkeeper,AZ Alkmaar,UEFA Europa Conference League,90,4.86,21,NED
Anton Ari Einarsson,J2,GK,Goalkeeper,Breiðablik,UEFA Europa Conference League,90,5.93,31,ISL
Johannes Kreidl,J2,GK,Goalkeeper,KuPS,UEFA Europa Conference League,90,6.93,29,AUT
Etrit Berisha,J2,GK,Goalkeeper,Häcken,UEFA Europa Conference League,90,4.81,36,ALB
Augusto Batalla,J2,GK,Goalkeeper,Rayo Vallecano,UEFA Europa Conference League,90,3.53,29,ARG
Mike Penders,J2,GK,Goalkeeper,Strasbourg,UEFA Europa Conference League,90,4.11,20,BEL
Miłosz Piekutowski,J2,GK,Goalkeeper,Jagiellonia,UEFA Europa Conference League,90,6.62,19,POL
Faton Maloku,J2,GK,Goalkeeper,KF Drita,UEFA Europa Conference League,90,4.38,34,KVX
Fabiano,J2,GK,Goalkeeper,AC Omonia,UEFA Europa Conference League,90,0.92,37,CYP
Baboucarr Gaye,J2,GK,Goalkeeper,Shkëndija 79,UEFA Europa Conference League,90,4.88,27,GAM
Wessel Speel,J2,GK,Goalkeeper,Shelbourne FC,UEFA Europa Conference League,90,2.43,24,NED
Baboucarr Gaye,J2,GK,Goalkeeper,Shkëndija 79,UEFA Europa Conference League,90,6.03,27,GAM
Wessel Speel,J2,GK,Goalkeeper,Shelbourne FC,UEFA Europa Conference League,90,2.51,24,NED
Niklas Hedl,J2,GK,Goalkeeper,Rapid Wien,UEFA Europa Conference League,90,1.69,24,AUT
David de Gea,J2,GK,Goalkeeper,Fiorentina,UEFA Europa Conference League,90,6.74,34,ESP
Rome-Jayden Owusu-Oduro,J2,GK,Goalkeeper,AZ Alkmaar,UEFA Europa Conference League,90,5.72,21,NED
Dominik Takáč,J2,GK,Goalkeeper,Slovan Bratislava,UEFA Europa Conference League,90,6.68,26,SVK
Kiril Fesiun,J2,GK,Goalkeeper,Shakhtar,UEFA Europa Conference League,90,1.86,23,UKR
Kacper Tobiasz,J2,GK,Goalkeeper,Legia Warsaw,UEFA Europa Conference League,90,4.27,22,POL
Thomas Strakosha,J2,GK,Goalkeeper,AEK Athens,UEFA Europa Conference League,90,6.05,30,ALB
Dimitar Mitov,J2,GK,Goalkeeper,Aberdeen,UEFA Europa Conference League,90,1.36,28,BUL
Ed McGinty,J2,GK,Goalkeeper,Shamrock Rovers,UEFA Europa Conference League,90,1.53,26,IRL
Žan Leban,J2,GK,Goalkeeper,NK Celje,UEFA Europa Conference League,90,7.04,23,SVN
Dean Henderson,J2,GK,Goalkeeper,Crystal Palace,UEFA Europa Conference League,90,4.14,28,ENG
Zlatan Alomerović,J2,GK,Goalkeeper,AÉK Lárnaka,UEFA Europa Conference League,90,6.34,34,GER
Jan Koutny,J2,GK,Goalkeeper,Sigma Olomouc,UEFA Europa Conference League,90,4.47,21,CZE
Kacper Trelowski,J2,GK,Goalkeeper,Raków,UEFA Europa Conference League,90,2.69,22,POL
Jaylan Hankins,J2,GK,Goalkeeper,Red Imps,UEFA Europa Conference League,90,5.67,24,GIB
Bartosz Mrozek,J2,GK,Goalkeeper,Lech Poznań,UEFA Europa Conference League,90,-0.83,25,POL
Henry Bonello,J2,GK,Goalkeeper,Ħamrun Spartans FC,UEFA Europa Conference League,90,4.42,37,MLT
Karlo Letica,J2,GK,Goalkeeper,Lausanne-Sport,UEFA Europa Conference League,90,6.91,28,CRO
Robin Zentner,J2,GK,Goalkeeper,Mainz 05,UEFA Europa Conference League,90,5.35,30,GER
Goran Karaćić,J2,GK,Goalkeeper,Zrinjski Mostar,UEFA Europa Conference League,90,4.85,29,BIH
Pavlo Isenko,J2,GK,Goalkeeper,CS U Craiova,UEFA Europa Conference League,90,5.0,22,UKR
Timothy Fayulu,J2,GK,Goalkeeper,FC Noah,UEFA Europa Conference League,90,2.6,26,NAN
Okan Kocuk,J2,GK,Goalkeeper,Samsunspor,UEFA Europa Conference League,90,4.57,30,TUR
Ruslan Neshcheret,J2,GK,Goalkeeper,Dynamo Kyiv,UEFA Europa Conference League,90,1.06,23,UKR
Michele Di Gregorio,J3,GK,Goalkeeper,Juventus,Italian Serie A,90,-1.29,28,ITA
Yann Sommer,J3,GK,Goalkeeper,Inter,Italian Serie A,90,-2.96,36,SUI
David de Gea,J3,GK,Goalkeeper,Fiorentina,Italian Serie A,90,5.52,34,ESP
Vanja Milinković-Savić,J3,GK,Goalkeeper,Napoli,Italian Serie A,90,3.87,28,SRB
Mile Svilar,J3,GK,Goalkeeper,Roma,Italian Serie A,90,6.21,26,SRB
Franco Israel,J3,GK,Goalkeeper,Torino,Italian Serie A,90,9.27,25,URU
Marco Carnesecchi,J3,GK,Goalkeeper,Atalanta,Italian Serie A,90,3.79,25,ITA
Wladimiro Falcone,J3,GK,Goalkeeper,Lecce,Italian Serie A,90,2.18,30,ITA
Adrian Šemper,J3,GK,Goalkeeper,Pisa,Italian Serie A,90,4.14,27,CRO
Razvan Sava,J3,GK,Goalkeeper,Udinese,Italian Serie A,90,6.25,23,ROU
Arijanet Muric,J3,GK,Goalkeeper,Sassuolo,Italian Serie A,90,8.97,26,KVX
Ivan Provedel,J3,GK,Goalkeeper,Lazio,Italian Serie A,90,5.33,31,ITA
Mike Maignan,J3,GK,Goalkeeper,Milan,Italian Serie A,55,4.1,30,FRA
Pietro Terracciano,J3,GK,Goalkeeper,Milan,Italian Serie A,35,5.67,35,ITA
Łukasz Skorupski,J3,GK,Goalkeeper,Bologna,Italian Serie A,90,4.44,34,POL
Lorenzo Montipò,J3,GK,Goalkeeper,Hellas Verona,Italian Serie A,90,6.43,29,ITA
Emil Audero,J3,GK,Goalkeeper,Cremonese,Italian Serie A,90,9.43,28,IDN
Mike Maignan,J1,GK,Goalkeeper,Milan,Italian Serie A,90,1.54,30,FRA
Emil Audero,J1,GK,Goalkeeper,Cremonese,Italian Serie A,90,5.63,28,IDN
Jean Butez,J3,GK,Goalkeeper,Como,Italian Serie A,90,6.42,30,FRA
Nicola Leali,J3,GK,Goalkeeper,Genoa,Italian Serie A,90,5.01,32,ITA
Wladimiro Falcone,J4,GK,Goalkeeper,Lecce,Italian Serie A,90,6.12,30,ITA
Elia Caprile,J4,GK,Goalkeeper,Cagliari,Italian Serie A,90,5.92,24,ITA
Łukasz Skorupski,J4,GK,Goalkeeper,Bologna,Italian Serie A,90,5.5,34,POL
Nicola Leali,J4,GK,Goalkeeper,Genoa,Italian Serie A,90,5.76,32,ITA
Lorenzo Montipò,J4,GK,Goalkeeper,Hellas Verona,Italian Serie A,90,4.67,29,ITA
Michele Di Gregorio,J4,GK,Goalkeeper,Juventus,Italian Serie A,90,6.46,28,ITA
Razvan Sava,J4,GK,Goalkeeper,Udinese,Italian Serie A,90,1.15,23,ROU
Pietro Terracciano,J4,GK,Goalkeeper,Milan,Italian Serie A,90,7.33,35,ITA
Ivan Provedel,J4,GK,Goalkeeper,Lazio,Italian Serie A,90,6.75,31,ITA
Mile Svilar,J4,GK,Goalkeeper,Roma,Italian Serie A,90,7.14,26,SRB
Emil Audero,J4,GK,Goalkeeper,Cremonese,Italian Serie A,90,7.87,28,IDN
Zion Suzuki,J4,GK,Goalkeeper,Parma,Italian Serie A,90,7.61,23,JPN
Franco Israel,J4,GK,Goalkeeper,Torino,Italian Serie A,90,2.96,25,URU
Marco Carnesecchi,J4,GK,Goalkeeper,Atalanta,Italian Serie A,90,9.49,25,ITA
David de Gea,J4,GK,Goalkeeper,Fiorentina,Italian Serie A,90,3.37,34,ESP
Jean Butez,J4,GK,Goalkeeper,Como,Italian Serie A,90,3.88,30,FRA
Brice Samba,J1,GK,Goalkeeper,Rennes,French Ligue 1,90,8.02,31,FRA
Gerónimo Rulli,J1,GK,Goalkeeper,Marseille,French Ligue 1,90,5.32,33,ARG
Robin Risser,J1,GK,Goalkeeper,Lens,French Ligue 1,90,5.73,20,FRA
Rémy Descamps,J1,GK,Goalkeeper,Lyon,French Ligue 1,90,8.54,29,FRA
Lukáš Hrádecký,J1,GK,Goalkeeper,Monaco,French Ligue 1,90,5.22,35,FIN
Mory Diaw,J1,GK,Goalkeeper,Le Havre,French Ligue 1,90,0.8,32,SEN
Yehvann Diouf,J1,GK,Goalkeeper,Nice,French Ligue 1,90,2.46,25,SEN
Guillaume Restes,J1,GK,Goalkeeper,Toulouse,French Ligue 1,90,6.76,20,FRA
Radosław Majecki,J1,GK,Goalkeeper,Brest,French Ligue 1,90,1.48,25,POL
Berke Özer,J1,GK,Goalkeeper,Lille,French Ligue 1,90,3.91,25,TUR
Hervé Koffi,J1,GK,Goalkeeper,Angers,French Ligue 1,90,11.38,28,BFA
Obed Nkambadio,J1,GK,Goalkeeper,Paris FC,French Ligue 1,90,2.17,22,FRA
Donovan Léon,J1,GK,Goalkeeper,Auxerre,French Ligue 1,90,8.12,32,GUF
Bingourou Kamara,J1,GK,Goalkeeper,Lorient,French Ligue 1,90,3.84,28,SEN
Jonathan Fischer,J1,GK,Goalkeeper,Metz,French Ligue 1,90,4.43,23,DEN
Mike Penders,J1,GK,Goalkeeper,Strasbourg,French Ligue 1,90,5.58,20,BEL
Anthony Lopes,J1,GK,Goalkeeper,Nantes,French Ligue 1,90,4.41,34,POR
Lucas Chevalier,J1,GK,Goalkeeper,Paris S-G,French Ligue 1,90,5.33,23,FRA
Josep Martinez,J4,GK,Goalkeeper,Inter,Italian Serie A,90,6.05,27,ESP
Arijanet Muric,J4,GK,Goalkeeper,Sassuolo,Italian Serie A,90,4.42,26,KVX
Lucas Chevalier,J2,GK,Goalkeeper,Paris S-G,French Ligue 1,90,4.95,23,FRA
Hervé Koffi,J2,GK,Goalkeeper,Angers,French Ligue 1,90,4.43,28,BFA
Gerónimo Rulli,J2,GK,Goalkeeper,Marseille,French Ligue 1,90,3.02,33,ARG
Obed Nkambadio,J2,GK,Goalkeeper,Paris FC,French Ligue 1,90,-1.76,22,FRA
Yehvann Diouf,J2,GK,Goalkeeper,Nice,French Ligue 1,90,6.82,25,SEN
Donovan Léon,J2,GK,Goalkeeper,Auxerre,French Ligue 1,44,0.27,32,GUF
Théo De Percin,J2,GK,Goalkeeper,Auxerre,French Ligue 1,46,5.72,24,MTQ
Rémy Descamps,J2,GK,Goalkeeper,Lyon,French Ligue 1,90,6.66,29,FRA
Jonathan Fischer,J2,GK,Goalkeeper,Metz,French Ligue 1,90,3.87,23,DEN
Bingourou Kamara,J2,GK,Goalkeeper,Lorient,French Ligue 1,90,5.43,28,SEN
Brice Samba,J2,GK,Goalkeeper,Rennes,French Ligue 1,90,3.61,31,FRA
Karl-Johan Johnsson,J2,GK,Goalkeeper,Strasbourg,French Ligue 1,90,7.11,35,SWE
Anthony Lopes,J2,GK,Goalkeeper,Nantes,French Ligue 1,90,6.62,34,POR
Mory Diaw,J2,GK,Goalkeeper,Le Havre,French Ligue 1,90,3.74,32,SEN
Robin Risser,J2,GK,Goalkeeper,Lens,French Ligue 1,90,5.13,20,FRA
Guillaume Restes,J2,GK,Goalkeeper,Toulouse,French Ligue 1,90,6.51,20,FRA
Radosław Majecki,J2,GK,Goalkeeper,Brest,French Ligue 1,90,2.32,25,POL
Berke Özer,J2,GK,Goalkeeper,Lille,French Ligue 1,90,7.39,25,TUR
Lukáš Hrádecký,J2,GK,Goalkeeper,Monaco,French Ligue 1,90,3.25,35,FIN
Robin Risser,J3,GK,Goalkeeper,Lens,French Ligue 1,90,3.96,20,FRA
Radosław Majecki,J3,GK,Goalkeeper,Brest,French Ligue 1,54,6.77,25,POL
Grégoire Coudert,J3,GK,Goalkeeper,Brest,French Ligue 1,32,6.48,26,FRA
Mile Svilar,J1,GK,Goalkeeper,Roma,Italian Serie A,90,7.77,25,SRB
Łukasz Skorupski,J1,GK,Goalkeeper,Bologna,Italian Serie A,90,5.86,34,POL
Alex Meret,J4,GK,Goalkeeper,Napoli,Italian Serie A,90,6.08,28,ITA
Adrian Šemper,J4,GK,Goalkeeper,Pisa,Italian Serie A,90,1.97,27,CRO
Bingourou Kamara,J3,GK,Goalkeeper,Lorient,French Ligue 1,90,2.08,28,SEN
Berke Özer,J3,GK,Goalkeeper,Lille,French Ligue 1,90,4.13,25,TUR
Anthony Lopes,J3,GK,Goalkeeper,Nantes,French Ligue 1,90,7.43,34,POR
Théo De Percin,J3,GK,Goalkeeper,Auxerre,French Ligue 1,90,3.61,24,MTQ
Guillaume Restes,J3,GK,Goalkeeper,Toulouse,French Ligue 1,90,1.98,20,FRA
Lucas Chevalier,J3,GK,Goalkeeper,Paris S-G,French Ligue 1,90,1.91,23,FRA
Hervé Koffi,J3,GK,Goalkeeper,Angers,French Ligue 1,90,6.24,28,BFA
Brice Samba,J3,GK,Goalkeeper,Rennes,French Ligue 1,90,5.99,31,FRA
Kevin Trapp,J3,GK,Goalkeeper,Paris FC,French Ligue 1,90,1.86,35,GER
Jonathan Fischer,J3,GK,Goalkeeper,Metz,French Ligue 1,90,5.63,23,DEN
Mory Diaw,J3,GK,Goalkeeper,Le Havre,French Ligue 1,90,5.69,32,SEN
Yehvann Diouf,J3,GK,Goalkeeper,Nice,French Ligue 1,90,5.09,25,SEN
Lukáš Hrádecký,J3,GK,Goalkeeper,Monaco,French Ligue 1,78,1.77,35,FIN
Philipp Köhn,J3,GK,Goalkeeper,Monaco,French Ligue 1,12,9.49,27,SUI
Mike Penders,J3,GK,Goalkeeper,Strasbourg,French Ligue 1,90,0.91,20,BEL
Rémy Descamps,J3,GK,Goalkeeper,Lyon,French Ligue 1,90,6.69,29,FRA
Gerónimo Rulli,J3,GK,Goalkeeper,Marseille,French Ligue 1,90,4.97,33,ARG
Jeffrey De Lange,J4,GK,Goalkeeper,Marseille,French Ligue 1,90,5.05,27,NED
Yvon Mvogo,J4,GK,Goalkeeper,Lorient,French Ligue 1,90,2.2,31,SUI
Yehvann Diouf,J4,GK,Goalkeeper,Nice,French Ligue 1,90,7.99,25,SEN
Anthony Lopes,J4,GK,Goalkeeper,Nantes,French Ligue 1,90,5.59,34,POR
Jean Butez,J5,GK,Goalkeeper,Como,Italian Serie A,90,4.81,30,FRA
Marco Silvestri,J5,GK,Goalkeeper,Cremonese,Italian Serie A,90,6.29,34,ITA
Théo De Percin,J4,GK,Goalkeeper,Auxerre,French Ligue 1,90,2.81,24,MTQ
Philipp Köhn,J4,GK,Goalkeeper,Monaco,French Ligue 1,90,2.88,27,SUI
Berke Özer,J4,GK,Goalkeeper,Lille,French Ligue 1,90,5.68,25,TUR
Guillaume Restes,J4,GK,Goalkeeper,Toulouse,French Ligue 1,90,4.07,20,FRA
Mike Penders,J4,GK,Goalkeeper,Strasbourg,French Ligue 1,90,6.09,20,BEL
Mory Diaw,J4,GK,Goalkeeper,Le Havre,French Ligue 1,90,6.53,32,SEN
Jonathan Fischer,J4,GK,Goalkeeper,Metz,French Ligue 1,90,6.09,23,DEN
Hervé Koffi,J4,GK,Goalkeeper,Angers,French Ligue 1,90,6.77,28,BFA
Lucas Chevalier,J4,GK,Goalkeeper,Paris S-G,French Ligue 1,90,7.32,23,FRA
Robin Risser,J4,GK,Goalkeeper,Lens,French Ligue 1,90,2.45,20,FRA
Grégoire Coudert,J4,GK,Goalkeeper,Brest,French Ligue 1,90,3.31,26,FRA
Obed Nkambadio,J4,GK,Goalkeeper,Paris FC,French Ligue 1,90,7.84,22,FRA
Brice Samba,J4,GK,Goalkeeper,Rennes,French Ligue 1,90,5.75,31,FRA
Rémy Descamps,J4,GK,Goalkeeper,Lyon,French Ligue 1,90,0.73,29,FRA
Dominik Greif,J5,GK,Goalkeeper,Lyon,French Ligue 1,90,6.43,28,SVK
Hervé Koffi,J5,GK,Goalkeeper,Angers,French Ligue 1,90,6.62,28,BFA
Anthony Lopes,J5,GK,Goalkeeper,Nantes,French Ligue 1,90,3.48,34,POR
Brice Samba,J5,GK,Goalkeeper,Rennes,French Ligue 1,90,3.37,31,FRA
Grégoire Coudert,J5,GK,Goalkeeper,Brest,French Ligue 1,90,5.9,26,FRA
Yehvann Diouf,J5,GK,Goalkeeper,Nice,French Ligue 1,90,-0.93,25,SEN
Michele Di Gregorio,J5,GK,Goalkeeper,Juventus,Italian Serie A,90,3.91,28,ITA
Marco Carnesecchi,J5,GK,Goalkeeper,Atalanta,Italian Serie A,90,8.36,25,ITA
Robin Risser,J5,GK,Goalkeeper,Lens,French Ligue 1,90,9.04,20,FRA
Berke Özer,J5,GK,Goalkeeper,Lille,French Ligue 1,90,5.36,25,TUR
Obed Nkambadio,J5,GK,Goalkeeper,Paris FC,French Ligue 1,90,0.7,22,FRA
Mike Penders,J5,GK,Goalkeeper,Strasbourg,French Ligue 1,90,3.55,20,BEL
Mory Diaw,J5,GK,Goalkeeper,Le Havre,French Ligue 1,90,5.64,32,SEN
Yvon Mvogo,J5,GK,Goalkeeper,Lorient,French Ligue 1,90,4.75,31,SUI
Donovan Léon,J5,GK,Goalkeeper,Auxerre,French Ligue 1,90,8.85,32,GUF
Guillaume Restes,J5,GK,Goalkeeper,Toulouse,French Ligue 1,90,2.7,20,FRA
Philipp Köhn,J5,GK,Goalkeeper,Monaco,French Ligue 1,90,2.99,27,SUI
Jonathan Fischer,J5,GK,Goalkeeper,Metz,French Ligue 1,90,1.78,23,DEN
Gerónimo Rulli,J5,GK,Goalkeeper,Marseille,French Ligue 1,90,11.39,33,ARG
Lucas Chevalier,J5,GK,Goalkeeper,Paris S-G,French Ligue 1,90,4.2,23,FRA
Mike Penders,J6,GK,Goalkeeper,Strasbourg,French Ligue 1,90,4.86,20,BEL
Gerónimo Rulli,J6,GK,Goalkeeper,Marseille,French Ligue 1,90,4.14,33,ARG
Yvon Mvogo,J6,GK,Goalkeeper,Lorient,French Ligue 1,90,4.41,31,SUI
Philipp Köhn,J6,GK,Goalkeeper,Monaco,French Ligue 1,90,2.07,27,SUI
Guillaume Restes,J6,GK,Goalkeeper,Toulouse,French Ligue 1,90,1.55,20,FRA
Anthony Lopes,J6,GK,Goalkeeper,Nantes,French Ligue 1,90,2.93,34,POR
Lucas Chevalier,J6,GK,Goalkeeper,Paris S-G,French Ligue 1,90,5.95,23,FRA
Donovan Léon,J6,GK,Goalkeeper,Auxerre,French Ligue 1,90,5.93,32,GUF
Elia Caprile,J5,GK,Goalkeeper,Cagliari,Italian Serie A,90,6.09,24,ITA
Josep Martinez,J5,GK,Goalkeeper,Inter,Italian Serie A,90,5.17,27,ESP
Yehvann Diouf,J6,GK,Goalkeeper,Nice,French Ligue 1,90,4.32,25,SEN
Obed Nkambadio,J6,GK,Goalkeeper,Paris FC,French Ligue 1,90,5.36,22,FRA
Jonathan Fischer,J6,GK,Goalkeeper,Metz,French Ligue 1,90,6.98,23,DEN
Mory Diaw,J6,GK,Goalkeeper,Le Havre,French Ligue 1,90,5.69,32,SEN
Arnaud Bodart,J6,GK,Goalkeeper,Lille,French Ligue 1,90,5.93,27,BEL
